"word","sentiment"
"καράφλας","negative"
"καράφλας","negative"
"καραφλός","negative"
"καρβουνιάρης","negative"
"κάργα","negative"
"κάργας","negative"
"κάργια","negative"
"καρδιά","positive"
"καρδιο","negative"
"καρδιοχτυπώ","negative"
"καρδούλα","positive"
"καρέκλα","negative"
"καρέκλα","negative"
"καρεκλοκένταυρος","negative"
"καρεκλοκένταυρος","negative"
"καριερίστας","negative"
"καριόλης","negative"
"καριόλης","negative"
"καρκαλέτσος","negative"
"καρκινιάρης","negative"
"καρκινοφοβία","negative"
"κάρο","negative"
"καρόδρομος","negative"
"καρπαζοεισπράκτορας","negative"
"καρπαζοεισπράχτορας","negative"
"καρπουζοκέφαλος","negative"
"καρπουζοκέφαλος","negative"
"κάρφωμα","negative"
"καρφώνω","negative"
"κάστα","negative"
"καταβόθρα","negative"
"καταδικός","negative"
"κατακαίω","negative"
"κατάκαρδα","negative"
"κατακρεουργώ","negative"
"κατάκτηση","negative"
"κατακτώ","negative"
"κατακυριεύω","negative"
"καταλαβαίνω","positive"
"καταλαμβάνω","negative"
"κατάνυξη","positive"
"καταξοδεύω","negative"
"καταπίνω","negative"
"καταπνίγω","negative"
"κατάπνιξη","negative"
"καταπράυνση","positive"
"κατασβήνω","negative"
"κατασιγάζω","negative"
"κατασκευάζω","positive"
"κατασκεύασμα","negative"
"κατάσκοπος","negative"
"κατασταλάζω","positive"
"κατάστιχο","negative"
"κατατρομάζω","negative"
"καταϋποχρεώνω","negative"
"καταφέρνω","positive"
"καταχαρούμενος ","positive"
"καταχαρούμενη","positive"
"καταχαρούμενο","positive"
"κατάψυξη","negative"
"κατεργάρης","negative"
"κατευνάζω","positive"
"κατέχω","negative"
"κατίνα","negative"
"κατοικοεδρεύω","negative"
"κατουρλιάρης","negative"
"κατουρώ","negative"
"κατρουλιάρης","negative"
"κατσικοκλέφτης","negative"
"κατώτερος ","negative"
"κατώτερη","negative"
"κατώτερο","negative"
"κατωτερότητα","negative"
"κατώφλι","negative"
"καύλα","positive"
"καυλί","negative"
"καυλιάρης","negative"
"καυλιτζέκι","negative"
"καυλιτσέκι","negative"
"καυλώνω","positive"
"καύσος","negative"
"καφενόβιος","negative"
"κάψιμο","negative"
"κειμήλιο","positive"
"κεκές","negative"
"κεκράκτης","negative"
"κεκράχτης","negative"
"κελεπούρι","positive"
"κενό","negative"
"κεντρίζω","positive"
"κερασοφόρος","negative"
"κερατάς","negative"
"κερατάς","negative"
"κέρατο","negative"
"κερδίζω","positive"
"κεχαγιάς","negative"
"κηδεμονεύω","negative"
"κηδεμονία","negative"
"κιμωλία","negative"
"κίναιδος","negative"
"κινώ","positive"
"κιτρινιάρης","negative"
"κλαίω","negative"
"κλανιάρης","negative"
"κλάνω","negative"
"κλαπάτσα","negative"
"κλάσιμο","negative"
"κλειστός ","negative"
"κλειστή","negative"
"κλειστό","negative"
"κλεφτάκος","negative"
"κλεφταράς","negative"
"κλεφταρού","negative"
"κλέφτης","negative"
"κλεφτράκος","negative"
"κλεφτρού","negative"
"κλίκα","negative"
"κλινικά","negative"
"κλινικός","negative"
"κλοτσοπατινάδα","negative"
"κλωτσοπατινάδα","negative"
"κνώδαλο","negative"
"κόβω","negative"
"κοιλαράς","negative"
"κοινός ","negative"
"κοινή","negative"
"κοινό","negative"
"κοινότητα","positive"
"κοκαλιάρης","negative"
"κοκίτης","negative"
"κοκκινίζω","negative"
"κοκορομαχία","negative"
"κολέγιο","negative"
"κολλώ","negative"
"κολομπαράς","negative"
"κολούμπρα","negative"
"κόμης","negative"
"κομμάρα","negative"
"κομματόσκυλο","negative"
"κομμούνα","negative"
"κομμούνι","negative"
"κομμουνιστοσυμμορίτης","negative"
"κομπανία","negative"
"κόμπλεξ","negative"
"κομπογιαννίτης","negative"
"κονδυλοφόρος","negative"
"κοντοβράκι","negative"
"κοπάδι","negative"
"κοπρο-","negative"
"κοπρολόγος","negative"
"κοπρόσκυλο","negative"
"κοράκι","negative"
"κορδώνω","negative"
"κορεννύω","negative"
"κορεσμός","negative"
"κορμάκι","positive"
"κορμάρα","positive"
"κορμί","positive"
"κορτάκιας","negative"
"κοσμάκης","negative"
"κουδούνι","negative"
"κουιντέτο","negative"
"κουκί","negative"
"κουκί","negative"
"κουκούλωμα","negative"
"κουκουλώνω","negative"
"κουλός","negative"
"κουλός","negative"
"κουλοχέρης","negative"
"κουλτουριάρης","negative"
"κουμάσι","negative"
"κουμμούνι","negative"
"κουνιστός","negative"
"κουράδα","negative"
"κουράζω","negative"
"κουραμπιές","negative"
"κούραση","negative"
"κουρκουτιάζω","negative"
"κουστωδία","negative"
"κουταμάρα","negative"
"κουτσαμάρα","negative"
"κούτσουρο","negative"
"κουφοβράζω","negative"
"κοχλάζω","negative"
"κόψιμο","negative"
"κρασο","negative"
"κρεβατομουρμούρα","negative"
"κρέμομαι","negative"
"κρεπάρω ","negative"
"κρίση ","negative"
"κρυάδα","negative"
"κρύβω","negative"
"κρύο","negative"
"κρύος ","negative"
"κρύα","negative"
"κρύο","negative"
"κρυφοκαμαρώνω","positive"
"κρυφός ","negative"
"κρυφή","negative"
"κρυφό","negative"
"κρυώνω","negative"
"κτήνος","negative"
"κυβερνήτης","negative"
"κύκλωμα","negative"
"κυνικός  ","negative"
"κυνική","negative"
"κυνικό","negative"
"κυράτσα","negative"
"κυριαρχία","negative"
"κυριαρχώ","negative"
"κυριεύω","negative"
"κυρούλα","positive"
"κωλοβαράω","negative"
"κωλογλείφτης","negative"
"κωλογλείφω","negative"
"κωλοδάχτυλο","negative"
"κωλομέρι","negative"
"κωλοτρυπίδα","negative"
"κωλοχανείο","negative"
"κωλόχαρτο","negative"
"κωλόχαρτο","negative"
"κωλόχαρτο","negative"
"λάβρα","negative"
"λαλώ","negative"
"λαμποκοπώ","positive"
"λάμπω","positive"
"λάμψη","positive"
"λαουτζίκος","negative"
"λαουτζίκος","negative"
"λαπάς","negative"
"λάσπη","negative"
"λαχταρώ","positive"
"λείπω","negative"
"λειτούργημα","positive"
"λεπταισθησία","positive"
"λεπταίσθητος ","positive"
"λεπταίσθητη","positive"
"λεπταίσθητο","positive"
"λεπτός ","positive"
"λεπτή","positive"
"λεπτό","positive"
"λέω","positive"
"λησμονιά","negative"
"λησμονιέμαι","negative"
"λησμονώ","negative"
"λιγούρα","negative"
"λιγουρεύομαι","negative"
"λιγούρης","negative"
"λιγώνω","negative"
"λιλί","negative"
"λιμάρης","negative"
"λιμάρικος","negative"
"λιμπίζομαι","positive"
"λογάκι","negative"
"λογοκρατούμαι","negative"
"λόγος","negative"
"λογύδριο","negative"
"λόρδα","negative"
"λουλουδάκι","positive"
"λύπη","negative"
"λύπηση","negative"
"λυπητερός ","negative"
"λυπητερή","negative"
"λυπητερό","negative"
"λυπώ","negative"
"λωποδύτης","negative"
"μαγαζί","negative"
"μαγάρα","negative"
"μαγκούφης","negative"
"μαγκώνω","negative"
"μαθές","negative"
"μαθές","negative"
"μαθηματάκι","negative"
"μαθητοπατέρας","negative"
"μαθητούδι","negative"
"μαϊδανός","negative"
"μαϊμουδιάρης","negative"
"μαϊντανός","negative"
"μακάριος","negative"
"μακαρίτικος","negative"
"μακαρίως","negative"
"μακαρονάς","negative"
"μαλάκας","negative"
"μαλακισμένος","negative"
"μαλακιστήρι","negative"
"μάλαμα","positive"
"μαλλιαρισμός","negative"
"μαλλιαρός","negative"
"μαλλιάς","negative"
"μαμμωνάς","negative"
"μαμόθρεφτος","negative"
"μαμουνιάρης","negative"
"μανδαρίνος","negative"
"μανία","negative"
"μανιερισμός","negative"
"μανίκι","negative"
"μάντης","negative"
"μάντισσα","negative"
"μαντραχαλάς","negative"
"μαντράχαλος","negative"
"μαντρόσκυλο","negative"
"μαούνα","negative"
"μάπας","negative"
"μαρμαρώνω","negative"
"μασκαράς","negative"
"μασονία","negative"
"μασόνος","negative"
"μαστάρι","negative"
"μαστροχαλαστής","negative"
"ματάκιας","negative"
"μαυροτσούκαλο","negative"
"μαυροφορούσα","negative"
"μαφία","negative"
"μαφιόζικος","negative"
"μαφιόζος","negative"
"μεγαλόσχημος","negative"
"μεγαλουσιάνος","negative"
"μεδούλι","negative"
"μέθη","positive"
"μεθοκοπώ","negative"
"μεθυσμένος ","negative"
"μεθυσμένη","negative"
"μεθυσμένο","negative"
"μεθύστακας","negative"
"μεθυστικός ","positive"
"μεθυστική","positive"
"μεθυστικό","positive"
"μεθώ","positive"
"μείον","negative"
"μειονεκτικότητα","negative"
"μελαγχολία","negative"
"μελαγχολικός ","negative"
"μελαγχολική","negative"
"μελαγχολικό","negative"
"μελό","negative"
"μελοδραματισμός","negative"
"μεξιοβάρβαρος","negative"
"μεράκι","positive"
"μερακλώνω","positive"
"μεταμελούμαι","negative"
"μετανοώ","negative"
"μικροαστός","negative"
"μικρομέγαλος","negative"
"μικροπρεπής ","negative"
"μικροπρεπές","negative"
"μικρότητα","negative"
"μισάνθρωπος ","negative"
"μισάνθρωπη","negative"
"μισάνθρωπο","negative"
"μισθοφόρος","negative"
"μίσος","negative"
"μισώ","negative"
"μνημείο","positive"
"μνημειώδης","positive"
"μνησικακία","negative"
"μνησικακώ","negative"
"μόμολο","negative"
"μονάζω","negative"
"μοναξιά","negative"
"μοναρχοφασίστας","negative"
"μονιμάς","negative"
"μόνος ","negative"
"μόνη","negative"
"μόνο","negative"
"μορμολύκειο","negative"
"μορφασμός","negative"
"μουγγός ","negative"
"μουγγή","negative"
"μουγγό","negative"
"μουδιάζω","negative"
"μουλάρα","negative"
"μουλάρι","negative"
"μούλικος","negative"
"μούλος","negative"
"μουνί","negative"
"μουνί","negative"
"μουνόπανο","negative"
"μουνόπανο","negative"
"μουνόψειρα","negative"
"μούργος","negative"
"μούρη","negative"
"μουσικάντης","negative"
"μούσμουλο","negative"
"μουστόγρια","negative"
"μούτρο","negative"
"μουτρωμένος ","negative"
"μουτρωμένη","negative"
"μουτρωμένο","negative"
"μουτρώνω","negative"
"μοφρονιός","negative"
"μπα","negative"
"μπαγασάκος","negative"
"μπαγάσας","negative"
"μπαγάσικος","negative"
"μπαγκατέλα","negative"
"μπάζο","negative"
"μπαϊλντίζω","negative"
"μπαινάκης βγαινάκης","negative"
"μπακαλοτέφτερο","negative"
"μπακαλόχαρτο","negative"
"μπακατέλα","negative"
"μπαλαντέρ","negative"
"μπαλάντζας","negative"
"μπάμιας","negative"
"μπαμπαλής","negative"
"μπαμπόγερος","negative"
"μπαμπόγρια","negative"
"μπάμπω","negative"
"μπανάκι","positive"
"μπανανία","negative"
"μπασκίνας","negative"
"μπασκλάς","negative"
"μπασκλασαρία","negative"
"μπαστάρδικος","negative"
"μπάσταρδος","negative"
"μπαστουνόβλαχος","negative"
"μπατσαρία","negative"
"μπατσικό","negative"
"μπατσίνα","negative"
"μπάτσος","negative"
"μπάτσος","negative"
"μπαφιάζω","negative"
"μπαφιασμένος ","negative"
"μπαφιασμένη","negative"
"μπαφιασμένο","negative"
"μπεκρής","negative"
"μπεκροκανάτα","negative"
"μπεκρολογώ","negative"
"μπεκροπίνω","negative"
"μπεκρουλιάζω","negative"
"μπεκρούλιακας","negative"
"μπλαζέ","negative"
"μπλοκάρω","negative"
"μπούλης","negative"
"μπουμπουκάκι","positive"
"μπουμπούκι","positive"
"μπουντρούμι","negative"
"μπουρδελιάρης","negative"
"μπουρδέλο","negative"
"μπουρζουαζία","negative"
"μπουρζουάς","negative"
"μπουρτζόβλαχος","negative"
"μπουχτίζω","negative"
"μπράβο","positive"
"μπράβος","negative"
"μυξοκλαίω","negative"
"μυριάκριβος","positive"
"μυστικοσύμβουλος","negative"
"μωρέ","negative"
"μωρή","negative"
"να ","negative"
"ναός","negative"
"νάρκωση","negative"
"ναυτία","negative"
"ναυτόπουλο","negative"
"νεκροκεφαλή","negative"
"νεκρώνω","negative"
"νέκρωση","negative"
"νεροκουβαλητής","negative"
"νερόπλυμα","negative"
"νεροχύτης","negative"
"νευρικός ","negative"
"νευρική","negative"
"νευρικό","negative"
"νευρικιά","negative"
"νηφάλιος ","positive"
"νηφάλια","positive"
"νηφάλιο","positive"
"νιάνιαρο","negative"
"νιαουρίζω","negative"
"νιαούρισμα","negative"
"νιάτο","positive"
"νοσταλγώ","negative"
"νούλα","negative"
"νταντεύω","negative"
"ντελίριο","negative"
"ντενεκές","negative"
"ντερλικώνω","negative"
"ντιλετάντης","negative"
"ντορής","negative"
"ντουέτο","negative"
"ντουλάπα","negative"
"ντρέπομαι","negative"
"ντροπαλός ","negative"
"ντροπαλή","negative"
"ντροπαλό","negative"
"ντροπή","negative"
"νυκτωδία","negative"
"νυμφίδιο","negative"
"νυμφίος","negative"
"νυμφοπάζαρο","negative"
"νυστάζω","negative"
"νυσταλέος","negative"
"νυφοπάζαρο","negative"
"ξαναγεννώ","positive"
"ξάναμμα","negative"
"ξανανιώθω","positive"
"ξεβγάζω","positive"
"ξεγελώ","negative"
"ξεκουράζω","positive"
"ξεκρέμαστος ","negative"
"ξεκρέμαστη","negative"
"ξεκρέμαστο","negative"
"ξενίζω","negative"
"ξενοκίνητος","negative"
"ξενόφοβος ","negative"
"ξενόφοβη","negative"
"ξενόφοβο","negative"
"ξεπατικοτούρα","negative"
"ξεπατικώνω","negative"
"ξεπατικωτούρα","negative"
"ξεπλένω","negative"
"ξερνώ","negative"
"ξεροκόμματο","negative"
"ξερός","negative"
"ξερός ","negative"
"ξερή","negative"
"ξερός ","negative"
"ξεσκίζω","negative"
"ξεσπώ","negative"
"ξετρελαίνω","positive"
"ξεφτίλας","negative"
"ξεφτιλίζω","negative"
"ξεφτιλίζω","negative"
"ξεφτιλισμένος","negative"
"ξεχειλίζω","negative"
"ξεχνώ","negative"
"ξινίζω","negative"
"ξόανο","negative"
"ξυλιάζω","negative"
"ξυλοπόδαρος","negative"
"ξύνω","negative"
"ξυπνώ","negative"
"οθωμανικός","negative"
"οικονομίστικος","negative"
"οικοπεδοφάγος","negative"
"οικτίρω","negative"
"οίκτος","negative"
"οιστρήλατος ","positive"
"οιστρήλατη","positive"
"οιστρήλατο","positive"
"οιστρηλατώ","positive"
"οίστρος","positive"
"ολονυκτία","negative"
"ολονυχτία","negative"
"ομοιοπαθής ","negative"
"ομοιοπαθές","negative"
"ομόνοια","positive"
"ομορφονιός","negative"
"όνειρο","positive"
"οπαδός","negative"
"οπερέτα","negative"
"οργανικός ","negative"
"οργανική","negative"
"οργανικό","negative"
"ορδή","negative"
"ορδή","negative"
"ορεξάτος","positive"
"ορθολογισμός","positive"
"όρνιο","negative"
"ορφανεύω","negative"
"ορφανός","negative"
"όσκαρ","positive"
"όσφρηση","positive"
"οσφυοκάμπτης","negative"
"ούννος","negative"
"ουρακοτάγκος","negative"
"ουράνια","positive"
"ουχί","negative"
"οφίκιο","negative"
"οχετός","negative"
"όχι","negative"
"όχλος","negative"
"οχού","negative"
"παγερός ","negative"
"παγερή","negative"
"παγερό","negative"
"παγώνω","negative"
"παζάρι","negative"
"παθαίνω","negative"
"παθητικός ","negative"
"παθητική","negative"
"παθητικό","negative"
"πάθος","negative"
"παιγνιδάκι","negative"
"παιδαριώδης","negative"
"παιδί","negative"
"παιδικός","negative"
"παίζω","positive"
"παιχνίδι","positive"
"παλαβιάρης","negative"
"παλάβρας","negative"
"παλαιοημερολογίτης","negative"
"παλαιοημερολογίτικος","negative"
"παλαιοντολογικός","negative"
"παλαιοντολογικός","negative"
"παλάντζας","negative"
"παλικαράς","positive"
"παλικάρι","positive"
"παλικαριά","positive"
"παλιοπαρέα","positive"
"παλιόχαρτο","negative"
"παλληκαράς","positive"
"παλληκαριά","positive"
"παλληκαρού","positive"
"παμφάγος","positive"
"Παναγία","positive"
"πανέμορφος","positive"
"πανεπιστήμων","negative"
"πανηγύρι","negative"
"πανηγύρι","negative"
"πανηγυρίζω","positive"
"πανηγυρικός ","positive"
"πανηγυρική","positive"
"πανηγυρικό","positive"
"πανηγυρισμός","positive"
"πανηγυριτζής","negative"
"πανηγυριώτικος","negative"
"πανηγυρτζής","negative"
"πάνθεο","positive"
"πανί","negative"
"πανικός","negative"
"παντογνώστης","negative"
"παντογνώστρια","negative"
"παπαδαριό","negative"
"παρα- ","negative"
"παραγοντίζω","negative"
"παραθερίζω","positive"
"παραθερισμός","positive"
"παραίσθηση","negative"
"παραιτώ","negative"
"παρακεντές","negative"
"παράκρουση","negative"
"παράξενος ","negative"
"παράξενη","negative"
"παράξενο","negative"
"παράπονο","negative"
"παράσταση","negative"
"παράτα","negative"
"παραφέρομαι","negative"
"παραφορά","negative"
"παράφορος ","positive"
"παράφορη","positive"
"παράφορο","positive"
"παρέα","positive"
"παρείσακτος ","negative"
"παρείσακτη","negative"
"παρείσακτο","negative"
"παρεξήγηση","negative"
"παρόρμηση","negative"
"παρτάλι","negative"
"παρτσακλός","negative"
"πασαλείβω","negative"
"πασαλείφω","negative"
"πασπαρτού","negative"
"παστρικός","negative"
"πάστωμα","negative"
"πάσχω","negative"
"πατάτας","negative"
"πατέντα","positive"
"πατεντάτος","positive"
"πατέρας","positive"
"πατερούλης","positive"
"πατριωτικός ","positive"
"πατριωτική","positive"
"πατριωτικό","positive"
"πατσαβούρα","negative"
"παχυδερμία","negative"
"παχυδερμισμός","negative"
"παχύδερμος ","negative"
"παχύδερμη","negative"
"παχύδερμο","negative"
"πεζοδρόμιο","negative"
"πεθαμενατζής","negative"
"πεθαμενατζίδικο","negative"
"πείνα","negative"
"πεινάλας","negative"
"πειναλέος","negative"
"πειναλέος","negative"
"πεινώ","negative"
"πειράζω","negative"
"πεκούνια","negative"
"πενθώ","negative"
"πεντάμορφος","positive"
"πεποίθηση","positive"
"περδικούλα","positive"
"πέρδομαι","negative"
"περιβάλλω","positive"
"περιγράφω","positive"
"περίεργος ","negative"
"περίεργη","negative"
"περίεργο","negative"
"περιπαθής ","negative"
"περιπαθές","negative"
"περιποιούμαι","positive"
"περισπούδαστος","negative"
"περιττολογία","negative"
"περιφρόνηση","negative"
"πεσκέσι","negative"
"πέτρινος ","negative"
"πέτρινη","negative"
"πέτρινο","negative"
"πετρώνω","negative"
"πετσί","negative"
"πήζω","negative"
"πήξιμο","negative"
"πιατικό","negative"
"πίεση","negative"
"πίκα ","negative"
"πίκρα","negative"
"πικραίνω","negative"
"πικραμένος ","negative"
"πικραμένη","negative"
"πικραμένο","negative"
"πικρία","negative"
"πικρίζω","negative"
"πίκρισμα","negative"
"πικρός ","negative"
"πικρή","negative"
"πικρό","negative"
"πίπα","negative"
"πλάκα","negative"
"πλάκωμα","negative"
"πλακώνω","negative"
"πλάκωση","negative"
"πλαντάζω","negative"
"πλασματικός ","negative"
"πλασματική","negative"
"πλασματικό","negative"
"πλέμπα","negative"
"πλήξη","negative"
"πλήρης ","positive"
"πλήρες","positive"
"πλήττω ","negative"
"πνίγω","negative"
"ποδοσφαιροποίηση","negative"
"ποθώ","positive"
"ποίηση","positive"
"ποιόν","negative"
"ποιότητα","positive"
"πολιτικάντης","negative"
"πολιτικάντικος","negative"
"πολιτικαντισμός","negative"
"πολύξερος","negative"
"πονάω","negative"
"πονοκεφαλιάζω","negative"
"πόνος","negative"
"ποντικοκούραδο","negative"
"πορνογραφία","negative"
"πουσταράς","negative"
"πουσταριό","negative"
"πουσταριό","negative"
"πούστης","negative"
"πούστης","negative"
"πουστο-","negative"
"πουτσαράς","negative"
"πούτσος","negative"
"πραγματισμός","positive"
"πραιτοριανός","negative"
"πρακτορείο","negative"
"πρακτόρευση","negative"
"πρακτορεύω","negative"
"προαίρεση","positive"
"προαισθάνομαι","negative"
"προαίσθημα","negative"
"προαίσθηση","negative"
"προβλέπω","positive"
"πρόβλεψη","positive"
"προβολή","positive"
"προέλευση","positive"
"προκόβω","positive"
"προκομμένος","positive"
"προκοπή","positive"
"προμάντεμα","negative"
"προμαντεύω","negative"
"προμήνυμα","negative"
"προσευχή","positive"
"προσήλυτος","negative"
"προσκύνημα","negative"
"πρόσοψη","negative"
"προσπαθώ","positive"
"προσποίηση","negative"
"προσποιητός ","negative"
"προσποιητή","negative"
"προσποιητό","negative"
"προστατεύω","positive"
"προστάτης","positive"
"προστάτιδα","positive"
"προστάτις","positive"
"προστάτρια","positive"
"προσυμφωνώ","negative"
"προσφέρω","positive"
"προσωπείο","negative"
"προσωπίδα","negative"
"προφέσορας","negative"
"προφήτης","negative"
"προφήτισσα","negative"
"πρόχειρος","negative"
"πρώην","negative"
"πρωτάκι","negative"
"πρωτόγνωρος ","positive"
"πρωτόγνωρη","positive"
"πρωτόγνωρο","positive"
"πρωτοπαλίκαρο","positive"
"πύρα","positive"
"πυργοδέσποινα","negative"
"πυργοδεσπότης","negative"
"πυρετός","negative"
"πύρινος ","negative"
"πύρινη","negative"
"πύρινο","negative"
"πυρπολώ","negative"
"πυρώνω","negative"
"πύρωση","negative"
"πωρώνω","negative"
"πώρωση","positive"
"ραβασάκι","negative"
"ραγιάδικος ","negative"
"ραγιάδικη","negative"
"ραγιάδικο","negative"
"ραγιαδισμός","negative"
"ραγιάς","negative"
"ραγιάς","negative"
"ραγίζω","negative"
"ραλίστας","negative"
"ραμόλης","negative"
"ραμολί","negative"
"ραμόλι","negative"
"ραμολιμέντο","negative"
"ρεβεράντζα","negative"
"ρεβεράντζα","negative"
"ρεμπεσκές","negative"
"ρεταλάκι","negative"
"ρετάλι","negative"
"ρετσέτα","negative"
"ρημάδα","negative"
"ρημάδι","negative"
"ρητορεία","negative"
"ριγώ","negative"
"ρόδινος ","positive"
"ρόδινη","positive"
"ρόδινο","positive"
"ρομάντζα","positive"
"ρομαντικός ","positive"
"ρομαντική","positive"
"ρομαντικό","positive"
"ρομαντισμός","positive"
"ρότα","positive"
"ρουφήχτρα","negative"
"ρουφιάνος","negative"
"ρωμαίικος","positive"
"ρωμαίικος","positive"
"ρωμιά","positive"
"ρωμιός","positive"
"Ρωμιός","positive"
"ρωμιοσύνη","positive"
"σαβούρα","negative"
"σαδισμός","negative"
"σαδιστής","negative"
"σαδιστικός ","negative"
"σαδιστική","negative"
"σαδιστικό","negative"
"σαϊνι","positive"
"σακατιλίκι","negative"
"σακάτισσα","negative"
"σαλιαρίζω","negative"
"σαλιάρισμα","negative"
"σαμιαμίδι","negative"
"σαμιαμίθι","negative"
"σαντέζα","negative"
"σαπουνόπερα","negative"
"σαράβαλο","negative"
"σάρκα","negative"
"σαρκίο","negative"
"σαρξ","negative"
"σαστίζω","negative"
"σαστισμένος ","negative"
"σαστισμένη","negative"
"σαστισμένο","negative"
"σβίγκος","negative"
"σεβασμός","positive"
"σέβομαι","positive"
"σεμνύνομαι","positive"
"σέρνω","negative"
"σιγουριά","positive"
"σιγώ","negative"
"σιλικονάτος","negative"
"σινάφι","negative"
"σιροπιάζω","negative"
"σιτεμένος","negative"
"σιτεύω","negative"
"σιχαίνομαι","negative"
"σιχαμάρα","negative"
"σιχασιά","negative"
"σιωπή","negative"
"σιωπώ","negative"
"σκανδαλίζω","negative"
"σκανδαλιστικός ","negative"
"σκανδαλιστική","negative"
"σκανδαλιστικό","negative"
"σκασμός","negative"
"σκατά","negative"
"σκατάκια","negative"
"σκατένιος","negative"
"σκατής","negative"
"σκατίλα","negative"
"σκατό","negative"
"σκατό","negative"
"σκατόγερος","negative"
"σκατόγρια","negative"
"σκατοδουλειά","negative"
"σκατόλογα","negative"
"σκατούλα","negative"
"σκατουλάκι","negative"
"σκατούλι","negative"
"σκατουλίτσα","negative"
"σκατώνω","negative"
"σκάω","negative"
"σκελετός","negative"
"σκίρτημα","positive"
"σκιρτώ","positive"
"σκλαβιά","negative"
"σκλάβος","negative"
"σκοτίζω","negative"
"σκουριάζω","negative"
"σκυλάραπας","negative"
"σκυλί","positive"
"σκυλο-","negative"
"σκυλολόι","negative"
"σκυλομούρης","negative"
"σμπαραλιάζω","negative"
"σόι","negative"
"σοκάρω","negative"
"σουαρέ","negative"
"σουβλιά","negative"
"σουλιμάς","negative"
"σουρεάλ","negative"
"σουρεαλιστικός","negative"
"σουτ","negative"
"σουτάρω","negative"
"σουφραζέτα","negative"
"σοφία","positive"
"σοφολογιότατος","positive"
"σπαράζω","negative"
"σπαραξικάρδιος","negative"
"σπαραχτικός ","negative"
"σπαραχτική","negative"
"σπαραχτικό","negative"
"σπίτι","positive"
"σπιτώνω","negative"
"σπλαχνικός  ","positive"
"σπλαχνική","positive"
"σπλαχνικό","positive"
"σπλάχνο","positive"
"σπουδαιολόγημα","negative"
"σπουδαιολογία","negative"
"σπουδαίος","positive"
"στατικός","negative"
"στατική","negative"
"στατικό","negative"
"σταχτοπούτα","negative"
"στέγνα","negative"
"στεγνός ","negative"
"στεγνή","negative"
"στεγνό","negative"
"στεγνώνω","negative"
"στέκα","negative"
"στενάχωρος ","negative"
"στενάχωρη","negative"
"στενάχωρο","negative"
"στενοχωρημένος ","negative"
"στενοχωρημένη","negative"
"στενοχωρημένο","negative"
"στενοχώρια","negative"
"στενόχωρος ","negative"
"στενόχωρη","negative"
"στενόχωρο","negative"
"στενοχωρώ","negative"
"στερεότυπος  ","negative"
"στερεότυπη","negative"
"στερεότυπο","negative"
"στέρηση","negative"
"στεριά","positive"
"στερώ","negative"
"στηθοκοπιέμαι","negative"
"στιλιζάρισμα","negative"
"στιλιζάρω","negative"
"στίφη","negative"
"στίφη","negative"
"στολίδι","positive"
"στομάχι","negative"
"στόμωμα","negative"
"στοργή","positive"
"στοργικός ","positive"
"στοργική","positive"
"στοργικό","positive"
"στούμπος","negative"
"στουμπώνω","negative"
"στουπί","negative"
"στουρνάρι","negative"
"στούρνος","negative"
"στραβάδι","negative"
"στραβοκάνης","negative"
"στραβοκατινιάζω","negative"
"στραβός","negative"
"στραβούλιακας","negative"
"στραβωμάρα","negative"
"στραγγαλίζω","negative"
"στρατιωτάκι","negative"
"στρατιώτης","negative"
"στρατιωτίνα","negative"
"στρατολογία","negative"
"στρατός","negative"
"στρεβλός ","negative"
"στρεβλή","negative"
"στρεβλό","negative"
"στρογγυλοκάθομαι","negative"
"στυγνός ","negative"
"στυγνή","negative"
"στυγνό","negative"
"στυφός ","negative"
"στυφή","negative"
"στυφό","negative"
"συγγενής","positive"
"συγκεχυμένος ","negative"
"συγκεχυμένη","negative"
"συγκεχυμένο","negative"
"συγκίνηση","positive"
"συγκινώ","positive"
"σύγκρυο","negative"
"συγχωρώ","positive"
"συλλυπούμαι","negative"
"συμβία","negative"
"συμβολισμός","positive"
"συμμερίζομαι","positive"
"συμμετέχω","positive"
"συμμετοχή","positive"
"συμμορίτης","negative"
"συμμορίτισσα","negative"
"συμμοριτοπόλεμος","negative"
"συμπάθεια","positive"
"συμπαθής ","positive"
"συμπαθές","positive"
"συμπαθητικός  ","positive"
"συμπαθητική","positive"
"συμπαθητικό","positive"
"συμπαθώ","positive"
"συμπάσχω","positive"
"σύμπλεγμα","negative"
"συμπόνια","positive"
"συμπονώ","positive"
"σύμπραξη","positive"
"σύμπτωμα","negative"
"συμφυής ","positive"
"συμφυές","positive"
"συναγωνίζομαι","positive"
"συναισθάνομαι","positive"
"συναίσθημα","positive"
"συναισθηματικός ","positive"
"συναισθηματική","positive"
"συναισθηματικό","positive"
"συναισθηματικότητα","positive"
"συναισθηματισμός","positive"
"συναίσθηση","positive"
"συναισθησία","positive"
"συνδεδεμένος ","positive"
"συνδεδεμένη","positive"
"συνδεδεμένο","positive"
"σύνδεσμος","positive"
"συνδέω","positive"
"συνείδηση","positive"
"συνειδητός ","negative"
"συνειδητή","negative"
"συνειδητό","negative"
"συνειρμός","negative"
"συνεπαίρνω","positive"
"συνεσταλμένος","negative"
"συνεσταλμένη","negative"
"συνεσταλμένο","negative"
"συνεταιράκι","positive"
"συνεταιράκι","positive"
"συνετός ","positive"
"συνετή","positive"
"συνετό","positive"
"σύνθημα","positive"
